Unnamed: 0,ID,Pun,Sense Key 1,Sense Key 2,Sentence,
11,hom_1224_17,spin,"['Wheel', 'Cycle', 'Revolve', 'Whirl', 'Gyration', 'Swirl', 'Orbit', 'Incline', 'Tilt', 'Oblique', 'Lean', 'Pitch', 'Askew', 'List', 'Perspective', 'Bias', 'Narrative', 'Reframing', 'Context', 'Discourse', 'Interpretation']","['Spin', 'Vortex', 'Swirl', 'Circulate', 'Twirl', 'Revolve', 'Gyre', 'Rotate', 'Spin', 'Cycle', 'Orbit', 'Recur', 'Swirl', 'Revolving', 'Spin', 'Whirl', 'Gyrate', 'Pirouette', 'Dance', 'Swirl', 'Flourish']","It ' s true that the earth rotates , but scientists are always putting their own spin on it . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan ",
12,hom_1225_21,Grass,"['Marijuana', 'Cannabis', 'Pot', 'Hemp', 'Bud', 'Joint', 'Blunt', 'Cooking', 'Stove', 'Kettle', 'Boil', 'Stew', 'Soup', 'Boiling', 'Cool', 'Fresh', 'Fly', 'Swag', 'Hip', 'Sick', 'Awesome']","['Turfgrass', 'Rhizomes', 'Shade-tolerant', 'Drought-tolerant', 'Seedheads', 'Creeping', 'Endophytes', 'Cloverleaf', 'Cloverfield', 'Cloverdale', 'Cloverleafs', 'Cloverbud', 'Clover-like', 'Cloverleafed', 'Forage', 'Pasture', 'Fodder', 'Turf', 'Grazing', 'Hay', 'Livestock']",There was a sign on the lawn at a drug re - hab center that said ' Keep off the Grass ' . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan ,
13,hom_1227_6,took,"['Initiate', 'Deploy', 'Unveil', 'Activate', 'Release', 'Ignite', 'Commence', 'Leave', 'Exit', 'Journey', 'Flight', 'Voyage', 'Takeoff', 'Goodbye', 'Fly', 'Ascend', 'Glide', 'Elevate', 'Takeoff', 'Wing', 'Upward']","['Start', 'Launch', 'Begin', 'Activate', 'Commence', 'Ignite', 'Introduce', 'Initiate', 'Deploy', 'Unveil', 'Activate', 'Release', 'Ignite', 'Introduce', 'Trigger', 'Enable', 'Start', 'Launch', 'Invoke', 'Ignite', 'Activate']",His model airplane hobby really took off . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan ,
14,hom_1229_12,still,"['Distillation', 'Fermentation', 'Still', 'Flask', 'Condenser', 'Reflux', 'Purification', 'Rebut', 'Counter', 'Reply', 'Object', 'Refute', 'Contradict', 'Deny', 'Coil', 'Refrigerant', 'Heat Exchanger', 'Compressor', 'Evaporator', 'Expansion Valve', 'Radiator']","['Calm', 'Peaceful', 'Tranquil', 'Quiet', 'Relaxed', 'Composed', 'Still', 'Quiet', 'Muted', 'Silent', 'Subdued', 'Soothing', 'Calm', 'Peaceful', 'Serenity', 'Relaxation', 'Tranquility', 'Peaceful', 'Repose', 'Quiet', 'Harmony']","She was only a Bootleggers daughter , but I loved her still . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan ",
15,hom_1232_16,driving,"['Compel', 'Persuade', 'Intimidate', 'Force', 'Pressure', 'Urge', 'Constrain', 'Encourage', 'Persuade', 'Stimulate', 'Inspire', 'Entice', 'Compel', 'Impetus', 'Stress', 'Anxiety', 'Tension', 'Compression', 'Force', 'Burden', 'Weight']","['Aircraft', 'Flight', 'Aviator', 'Cockpit', 'Navigation', 'Airline', 'Instructor', 'Map', 'Compass', 'Direction', 'Course', 'Route', 'Waypoint', 'Chart', 'Wheel', 'Direction', 'Control', 'Maneuver', 'Guide', 'Navigate', 'Turn']",He wanted desperately to be a good golfer - you could say he had a driving ambition . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan ,
16,hom_1234_12,run,"['Wireless', 'Network', 'Phone', 'Plans', 'Coverage', 'Data', '5G', 'Cryptocurrency', 'Blockchain', 'Wallet', 'InstantSend', 'PrivateSend', 'Decentralized', 'Masternode', 'Canter', 'Saddle', 'Horse', 'Canter', 'Canter', 'Gait', 'Jog']","['Exercise', 'Engage', 'Participate', 'Dynamic', 'Movement', 'Vitality', 'Involvement', 'Execute', 'Manage', 'Function', 'Activate', 'Operationalize', 'Utilize', 'Execute', 'Process', 'Procedure', 'Task', 'Operation', 'Activity', 'Algorithm', 'Subroutine']",If you walk along a railroad track you may soon feel run down . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan ,
17,hom_1236_14,fathom,"['Pipe', 'Fitting', 'Drain', 'Joint', 'Valve', 'Solder', 'Wrench', 'Audio', 'Volume', 'Frequency', 'Amplitude', 'Pitch', 'Wave', 'Resonance', 'Investigation', 'Examine', 'Question', 'Research', 'Analyze', 'Study', 'Assess']","['Understand', 'Comprehend', 'Apprehend', 'Grasping', 'Clutch', 'Seize', 'Hold', 'Understand', 'Interpret', 'Analyze', 'Grasp', 'Decipher', 'Absorb', 'Apprehend', 'Arrest', 'Capture', 'Seize', 'Detain', 'Accost', 'Subdue', 'Take']",When the pirate captain ' s ship ran aground he couldn ' t fathom why . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan ,
18,hom_1238_5,sweat,"['Sweat', 'Heat', 'Odor', 'Pores', 'Exertion', 'Humidity', 'Evaporation', 'Oozing', 'Discharge', 'Fluid', 'Moisture', 'Secretion', 'Sweat', 'Leakage', 'Mucus', 'Digestion', 'Enzyme', 'Bacteria', 'Oral', 'Taste', 'Swallow']","['Stress', 'Panic', 'Fear', 'Worry', 'Nervousness', 'Apprehension', 'Agitation', 'Anxiety', 'Discomfort', 'Apprehension', 'Restlessness', 'Disquiet', 'Distress', 'Dread', 'Anxiety', 'Pressure', 'Tension', 'Overwhelm', 'Exhaustion', 'Burnout', 'Fatigue']",Using deodorant is no sweat . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan ,
19,hom_1239_12,sum,"['Structure', 'Plan', 'Sketch', 'Diagram', 'Blueprint', 'Chart', 'Template', 'Summary', 'Overview', 'Review', 'Summarize', 'Reflection', 'Restate', 'Recapitulate', 'Summary', 'Overview', 'Outline', 'Abstract', 'Recap', 'Digest', 'Recapitulation']","['Add', 'Subtract', 'Multiply', 'Divide', 'Equation', 'Formula', 'Algorithm', 'Sum', 'Augment', 'Increase', 'Accumulate', 'Combine', 'Amplify', 'Aggregate', 'Summing', 'Accumulating', 'Adding', 'Aggregating', 'Calculating', 'Crediting', 'Tabulating']",A lawyer was defending a math teacher . He had to sum up . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan ,
20,hom_1241_4,bypass,"['Circumvent', 'Evade', 'Detour', 'Skirt', 'Avoid', 'Negotiate', 'Disregard', 'Divert', 'Bypass', 'Redirect', 'Detour', 'Rechannel', 'Discharge', 'Conduit', 'Cardiology', 'Angioplasty', 'Coronary', 'Artery', 'Implant', 'Medical', 'Device']","['Challenger', 'Charger', 'Durango', 'Viper', 'Ram', 'Journey', 'Grand Caravan', 'Escape', 'Avoid', 'Duck', 'Dodge', 'Sidestep', 'Skirt', 'Shun', 'Neglect', 'Avoidance', 'Abstain', 'Evade', 'Disregard', 'Omission', 'Sloth']",Heart surgeons never bypass a good opportunity . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan ,
21,hom_1245_4,remains,"['Mortuary', 'Cadaver', 'Funeral', 'Decomposition', 'Burial', 'Embalming', 'Obituary', 'Corpse', 'Anatomy', 'Autopsy', 'Dissection', 'Necropsy', 'Mortuary', 'Embalming', 'Relic', 'Residue', 'Fragment', 'Relict', 'Vestige', 'Trace', 'Remnant']","['Variable', 'Unchanging', 'Persistent', 'Steadfast', 'Unvarying', 'Invariable', 'Unaltered', 'Loyal', 'Resolute', 'Determined', 'Constant', 'Unwavering', 'Unfaltering', 'Tenacious', 'Unmodified', 'Unchanged', 'Authentic', 'Intact', 'Pure', 'Unadulterated', 'Unedited']",The state funeral remains to be seen . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan ,
22,hom_1246_7,vegetate,"['Lazy', 'Inactivity', 'Boredom', 'Downtime', 'Loitering', 'Lethargy', 'Procrastination', 'Sleep', 'Dream', 'Rest', 'Snooze', 'Nap', 'Siesta', 'Doze', 'Despondent', 'Wilt', 'Decay', 'Fade', 'Disconsolate', 'Dejected', 'Forlorn']","['Terrain', 'Property', 'Soil', 'Topography', 'Geography', 'Acreage', 'Real Estate', 'Agriculture', 'Crop', 'Cultivation', 'Harvest', 'Slavery', 'Sugar', 'Monoculture', 'Sow', 'Grow', 'Nurture', 'Reap', 'Harvest', 'Fertilize', 'Irrigate', 'Trees', 'Planting', 'Conservation', 'Ecology', 'Carbon', 'Woodland', 'Habitat']",Old gardeners never die they just vegetate . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan ,
23,hom_1247_8,refined,"['Respectful', 'Courteous', 'Considerate', 'Civil', 'Gracious', 'Cordial', 'Well-mannered', 'Respectful', 'Polite', 'Considerate', 'Gracious', 'Well-mannered', 'Civil', 'Cordial', 'Courteous', 'Compassionate', 'Generous', 'Kind', 'Polite', 'Considerate', 'Benevolent']",[],People who make motor oil are very refined . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan ,
24,hom_1248_13,Manila,"['Cheese', 'Macaroni', 'Mayo', 'Peanut Butter', 'Oreo', 'Miracle Whip', 'Jell-O', 'Cardboard', 'Packaging', 'Shipping', 'Fluting', 'Boxes', 'Container', 'Folding', 'Box', 'Packaging', 'Recyclable', 'Corrugated', 'Sturdy', 'Eco-friendly', 'Shipping']","['Philippines', 'Manila', 'Cordillera', 'Visayas', 'Tagalog', 'Ilocos', 'Cagayan', 'Subway', 'Commuter', 'Station', 'Rail', 'Transit', 'Fare', 'Platform', 'Manuel Quezon', 'Commonwealth', 'Philippines', 'President', 'Manila', 'Commonwealth Act', 'Commonwealth Constitution']",If you send a letter to the Philippines put it in a Manila envelope . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan ,
25,hom_1249_8,cast,[],"['Fishing', 'Reel', 'Hook', 'Tackle', 'Bait', 'Line', 'Rod', 'Rod', 'Reel', 'Tackle', 'Bait', 'Lure', 'Hook', 'Line', 'Spinning', 'Lurching', 'Teetering', 'Unsteady', 'Staggering', 'Wobbling', 'Losing Balance']",The play on fishing had quite a cast . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan ,
26,hom_1251_18,turn,"['Change', 'Adapt', 'Modify', 'Alter', 'Revise', 'Convert', 'Restructure', 'Transform', 'Change', 'Evolve', 'Adapt', 'Alter', 'Modify', 'Metamorphosis', 'Adjust', 'Enhance', 'Refine', 'Alter', 'Customize', 'Improve', 'Tweak']","['Change', 'Transition', 'Adapt', 'Alter', 'Modify', 'Transform', 'Adjust', 'Redirect', 'Adjust', 'Revise', 'Shift', 'Reposition', 'Refocus', 'Realign', 'Modify', 'Adjust', 'Transform', 'Change', 'Vary', 'Adapt', 'Shift']",Did you hear about these new reversible jackets ? I ' m excited to see how they turn out . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan ,
27,hom_1257_11,engaging,"['Captivating', 'Enticing', 'Appealing', 'Seductive', 'Irresistible', 'Attractive', 'Tempting', 'Engaging', 'Alluring', 'Fascinating', 'Mesmerizing', 'Enchanting', 'Irresistible', 'Compelling', 'Spellbinding', 'Magical', 'Bewitching', 'Alluring', 'Captivating', 'Charmed', 'Hypnotic']","['Marriage', 'Bride', 'Groom', 'Ceremony', 'Reception', 'Honeymoon', 'Invitation', 'Engagement', 'Vow', 'Marriage', 'Commitment', 'Promise', 'Unite', 'Pledge', 'Advocate', 'Support', 'Endorse', 'Promote', 'Uphold', 'Affirm', 'Champion']","When he proposed to her , she found it very engaging . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan ",
28,hom_1260_27,cinch,"['Wind', 'Air', 'Refresh', 'Cool', 'Soothe', 'Breezy', 'Zephyr', 'Easy', 'Effortless', 'Simple', 'Uncomplicated', 'Straightforward', 'Manageable', 'Accessible', 'Easy', 'Uncomplicated', 'Smooth', 'Seamless', 'Automatic', 'Simple', 'Painless']","['Circumference', 'Width', 'Diameter', 'Perimeter', 'Thickness', 'Expansion', 'Measurement', 'Tightening', 'Securing', 'Fastening', 'Lacing', 'Buckling', 'Tying', 'Clasping', 'Bit', 'Reins', 'Horse', 'Girth', 'Snaffle', 'Stirrup', 'Headstall']",Anyone should know how to put a saddle on a horse so it won ' t slip and cause an injury . It ' s a cinch . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan ,
29,hom_1262_11,strain,"['Anxiety', 'Pressure', 'Tension', 'Overwhelm', 'Exhaustion', 'Fatigue', 'Burnout', 'Stress', 'Panic', 'Fear', 'Worry', 'Nervousness', 'Apprehension', 'Agitation', 'Stress', 'Anxiety', 'Tension', 'Compression', 'Weight', 'Force', 'Intensity']","['Sort', 'Separate', 'Classify', 'Analyze', 'Distinguish', 'Discriminate', 'Assess', 'Filter', 'Sieve', 'Colander', 'Mesh', 'Skimmer', 'Funnel', 'Perforated', 'Screen', 'Purify', 'Sift', 'Clarify', 'Separate', 'Distill', 'Strain']",If you run through a screen door you ' ll strain yourself . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan ,
30,hom_1267_16,directions,"['Introduction', 'Training', 'Onboarding', 'Adjustment', 'Familiarization', 'Alignment', 'Acclimation', 'Orientation', 'Adjustment', 'Coordination', 'Arrangement', 'Synchronization', 'Positioning', 'Aligning', 'Path', 'Course', 'Orbit', 'Direction', 'Movement', 'Flight', 'Progression']",[],To teach someone how to build a compass you have to be good at giving directions . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan ,
31,hom_1268_10,milk,"['Fermentation', 'Metabolism', 'Pyruvate', 'Glucose', 'Anaerobic', 'Lactic Acid', 'Glycolysis', 'Milk', 'Cow', 'Teat', 'Dairy', 'Hairy', 'Nipple', 'Teatcup', 'Milk', 'Cheese', 'Cows', 'Butter', 'Yogurt', 'Cream', 'Ice Cream']",[],"The farmer decided to get a cow , and milk the idea for all it was worth . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan ",
32,hom_1269_11,underworld,"['Bandit', 'Gang', 'Lawlessness', 'Robbery', 'Crime', 'Renegade', 'Desperado', 'Conviction', 'Incarceration', 'Parole', 'Probation', 'Rehabilitation', 'Reentry', 'Criminal', 'Scoundrel', 'Trickster', 'Thief', 'Outlaw', 'Bandit', 'Villain', 'Swindler']","['Reincarnation', 'Heaven', 'Hell', 'Judgment', 'Soul', 'Spirituality', 'Immortality', 'Underworld', 'Persephone', 'Cerberus', 'Charon', 'Tartarus', 'Elysium', 'Orpheus', 'Redemption', 'Atonement', 'Judgment', 'Limbo', 'Torment', 'Suffering', 'Salvation']","OLD GANGSTERS never die , they just go to the underworld . . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan ",
33,hom_1270_9,wrapped,"['Protection', 'Armor', 'Defend', 'Security', 'Guard', 'Safeguard', 'Fortress', 'Cape', 'Conceal', 'Disguise', 'Garment', 'Hood', 'Mantle', 'Robe', 'Letter', 'Postage', 'Address', 'Seal', 'Stamp', 'Flap', 'Courier']","['Passionate', 'Zealous', 'Fervent', 'Intense', 'Enthusiastic', 'Dedicated', 'Devoted', 'Committed', 'Devoted', 'Focused', 'Hardworking', 'Loyal', 'Resolute', 'Tenacious', 'Ardent', 'Passionate', 'Dedicated', 'Eager', 'Enthusiastic', 'Fanatical', 'Fervent']",He who hogs the sheets is usually very wrapped up in himself . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan ,
